,Finess,Nom de l'établissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
18,750712184.0,ASSISTANCE PUBLIQUE AP-HP,SIMON DEMAIE ,Virginie ,Validation d'un outil d'orientation du diagnostic éducatif pour les patients atteints de rhumatismes inflammatoires chroniques : OPERA-STAR,"12-002-0087 
","OPERA-STAR
",45556.50000000001,2012,,PHRIP
0,340780477.0,CHU MONTPELLIER,BAKHTI,Karima,Place de l’analyse cinématique de la compensation du tronc lors des mouvements de préhension dans la prise en charge des patients hémiplégiques post Accident Vasculaire Cérébral,433,KINE-INDEX,93159.02,2013,,PHRIP
1,440000289.0,CHU DE NANTES,BANETON,Serge,Utilisation de l’effet PEP en complément d’une kinésithérapie respiratoire manuelle en postopératoire de chirurgie cardiaque.,617,PEPKIN,44054.06,2013,,PHRIP
2,750712184.0,ASSISTANCE PUBLIQUE AP-HP,BENAZZOUZ,Marie,Evaluation de l’efficacité d’un journal de bord lors de la prise en charge initiale des patients traumatisés graves sur la qualité de vie des patients à 1 an,337,QUALITRAU,191654.63999999998,2013,,PHRIP
3,350005179.0,CHU DE RENNES,BETHUEL,Arnaud,Corrélations entre le déplacement du centre de masse des hémiplégiques lors d’une épreuve dynamique et un score fonctionnel d’équilibre : le Timed up and Go test.,190,EQHEM,93010.82,2013,,PHRIP
4,300780038.0,CHU NIMES,CHAZEL,Muriel,Evaluation de l'impact des transmissions professionnelles orales sur les manifestations d’agressivité des patients accueillis aux urgences.,386,ETUDE-ASAU,35725.0,2013,,PHRIP
5,370000481.0,CHRU DE TOURS,CHEYROUX,Pierre,"Déterminants individuels, organisationnels et managériaux, de la qualité de vie au travail des infirmiers en psychiatrie et retentissement sur la qualité des soins",149,DETERQVT,84386.97,2013,,PHRIP
6,590780193.0,CHRU LILLE,DEHAUT,Hélène,« Comment combler le « trou de la réa » par l’instauration d’un JOURNAL de BORD après une MORT SUBITE RESSUSCITEE : Impact sur le syndrome de stress post-traumatique chez le patient et ses proches,599,COREABOR,49661.3,2013,,PHRIP
7,750712184.0,ASSISTANCE PUBLIQUE AP-HP,GATIGNOL,Peggy,Intérêt d’une réhabilitation virtuelle dans le cadre de la récupération des paralysies faciales périphériques,269,RVPF,105867.2,2013,,PHRIP
8,870000015.0,CHU DE LIMOGES,KACZANOWSKI,Ophélie,"Etude de l’impact de la passation de l’échelle de Brazelton sur la confiance de la mère à l’égard de son nouveau-né, né prématuré, à l’approche du retour à domicile.",115,BRAZMAMAN,78418.78,2013,,PHRIP
9,490000031.0,CHU D'ANGERS,LE ROY,Cyril,Impact de la méthode de relais de noradrénaline sur la stabilité de la pression artérielle chez le patients en état de choc en réanimation.,310,CHIC,87987.73,2013,,PHRIP
10,750712184.0,ASSISTANCE PUBLIQUE AP-HP,LEHERICEY,Guillaume,Etude de l’influence de l’hypnose éricksonienne et de la pratique de l’autohypnose sur l’impulsivité alimentaire et la perte de poids chez le patient obèse : projet pilote,453,HYPNO-DIET,91373.08,2013,,PHRIP
11,540002078.0,CHU DE NANCY,LESNY,Martine,Prévention des évènements indésirables liés au nursing chez les patients de réanimation,510,PREVENIR,154415.68,2013,,PHRIP
12,750000549.0,FONDATION OPHTALMOLOGIQUE ROTHSCHILD,MARRO-DILAN,Bénédicte,Lésions de cornée chez les patients en réanimation: étude comparative de 3 techniques de prévention,184,OCUREA,91295.8,2013,,PHRIP
13,340780477.0,CHU MONTPELLIER,MICHEL,Catherine,Evaluation d’un programme parent / enfant de thérapie cognitivo-comportementale (TCC) à visée préventive adapté au diabète insulino-dépendant de l’enfant et de l’adolescent,175,DI-CO,118060.52666666667,2013,,PHRIP
14,750034308.0,CENTRE INTERHOSPITALIER MAISON-BLANCHE,MORVILLERS,Jean-Manuel,Mesure et recherche des freins et des leviers à la construction de l'Alliance Thérapeutique avec les Infirmiers et les Aides-Soignants en Psychiatrie,36,ATIASP,105017.4,2013,,PHRIP
15,750712184.0,ASSISTANCE PUBLIQUE AP-HP,PERROTEAU,Anne,Evaluation de l'efficacité du regroupement fœtal en association avec la succion d'une tétine avec eau stérile sur la douleur lors d'un prélèvement capillaire chez le grand prématuré.,335,BABYDOUL,31836.739999999998,2013,,PHRIP
16,750712184.0,ASSISTANCE PUBLIQUE AP-HP,RENARD,Emilie,Musicothérapie en Réanimation : effet sur la tolérance et l’acceptation de la ventilation non-invasive au cours de l'insuffisance respiratoire aigue,346,Mus-IRA,152302.76,2013,,PHRIP
17,750712184.0,ASSISTANCE PUBLIQUE AP-HP,ROCH,Stéphane,Prévention de l'hypothermie chez les victimes de traumatismes : Etude HYPOTRAUM 2,373,HYPOTRAUM-2,338250.7,2013,,PHRIP
18,330781287.0,CH Charles PERRENS,ROGER,Karine,Évaluation d’un programme psychoéducatif destiné aux aidants de patients souffrants de schizophrénie : étude observationnelle .,17,PsyEduc,82370.4,2013,,PHRIP
19,290000017.0,CHRU DE BREST,ROUDAUT,Sandrine,Rôle des pères dans le soutien à l’allaitement maternel des enfants nés dans un contexte de grande prématurité. Approche qualitative.,502,PERAM-QUAL,70040.0,2013,,PHRIP
0,750712184.0,ASSISTANCE PUBLIQUE AP-HP,ARTHUS,Lucile,L'entrainement cognitif assisté par ordinateur chez des enfants présentant un trouble déficit de l'attention avec ou sans hyperactivité (TDAH),14-0293,TDAH-EC2,87027.6,2014,,PHRIP
1,760780239.0,CHU ROUEN,ASTIER,Amandine,Mobilisation précoce en réanimation : intérêt de la cyclo-ergométrie chez les patients au décours du choc septique,14-0422,MUEVELO,154826.2,2014,,PHRIP
2,290000017.0,CHRU DE BREST,BEAUMONT,Marc,Les effets de l’entrainement des muscles inspirateurs (EMI) sur la dyspnée chez des patients atteints de BPCO en réhabilitation respiratoire : essai randomisé,14-0334,EMI2,127030.3,2014,,PHRIP
3,750712184.0,ASSISTANCE PUBLIQUE AP-HP,BENEDYGA,Véronique,"Impact d'une éducation diététique axée sur la prévention de la dénutrition, sur la réduction de la morbidité et l'amélioration de la qualité de vie du patient atteint d'une Insuffisance Cardiaque Chronique (ICC): Un essai contrôlé randomisé multicentrique",14-0316,NUTRICOEUR,289004.81666666665,2014,,PHRIP
4,670780055.0,HOPITAUX UNIVERSITAIRES DE STRASBOURG,BOSSU,Gwenaelle,Suivi infirmier en onco-gériatrie : temps de répérage du risque d'épuisement de l'aidant naturel,14-0232,TANGO,274780.1,2014,,PHRIP
5,350005179.0,CHU DE RENNES,BROUSSE,Stéphane,"Évaluation de l’adjonction d’un entretien infirmier semi – directif à la stimulation magnétique transcrânienne répétée dans la prise en charge des patients présentant un épisode dépressif majeur.Etude monocentrique, randomisée, contrôlé,en simple aveugle",14-0007,DESTIMCARE,127911.7,2014,,PHRIP
6,870000015.0,CHU DE LIMOGES,CHANAUD,Amandine,Validation et normalisation d'une Batterie d'Evaluation Simplifiée de diagnostic des Troubles Aphasiques adaptée aux patients en phase aiguë d'AVC,14-0167,BESTA-AVC,250311.4,2014,,PHRIP
7,750712184.0,ASSISTANCE PUBLIQUE AP-HP,CHARBONNIER,Soizic,Evaluation des compétences visuelles chez les patients polyhandicapés au moyen d’une échelle visio-comportementale ,14-0589,PolyHandiVision,129706.5,2014,,PHRIP
8,130786049.0,APHM,COLSON,Sébastien,"Description de l’évolution d’une cohorte d’adolescents diabétiques de type 1 suite à leur participation à un programme d’ETP basé sur la théorie sociale cognitive : profil socio-cognitif, physiologique, comportements d’observance thérapeutique et qualité de vie",14-0256,ETPACAP,217506.6,2014,,PHRIP
9,910002773.0,CENTRE HOSPITALIER SUD-FRANCILIEN,DARRETAIN,Hélène,Prévention de la douleur provoquée par la pose de sonde oro-gastrique (SG) en néonatalogie grâce à l'utilisation d'une tétine de biberon.,14-0098,DOLATSONG,64187.0,2014,,PHRIP
10,750712184.0,ASSISTANCE PUBLIQUE AP-HP,DELOURME,Gwenaëlle,Validation d’un test d’évaluation écologique des fonctions exécutives (Test des Errances Multiples) chez des patients souffrant de schizophrénie : Etude de validité discriminative.,14-0251,VALITEM,127517.0,2014,,PHRIP
11,310782347.0,INSTITUT CLAUDIUS REGAUD,DESPIAU,Frédéric,"Etude pilote : EVALuation de l’impact d’un dispositif infirmier de suivi téléphonique (COordination Assistance CHimiothérapie) sur la modification de la prise en charge des patients dans le cadre d’un traitement par chimiothérapie, sur leur qualité de vie et l’analyse medico-économique de ce dispositif. ",14-0221,EVAL-COACH,111587.0,2014,,PHRIP
12,670780055.0,HOPITAUX UNIVERSITAIRES DE STRASBOURG,DHUY,Claire,Evaluation de l'efficacité d'une rééducation orthoptique neurovisuelle chez l'enfant atteint de déficits cognitifs visuels développementaux ,14-0086,NEUROVISUEL,223493.40000000002,2014,,PHRIP
13,130786049.0,APHM,EL KHAMALI,Radia,"Impact d’un programme de formation spécifique intégrant la simulation (SI) en santé sur le stress (STRESS) professionnel des infirmiers de réanimation (REA) : étude prospective, multicentrique, randomisée ",14-0061,SISTRESSREA,131380.1,2014,,PHRIP
14,750712184.0,ASSISTANCE PUBLIQUE AP-HP,FERRIEUX,Sophie,"Apports d'une thérapie sémantique sur tablette tactile dans la maladie d'Alzheimer, formes jeunes et tardives ",14-0144,SemantiMATT,89044.4,2014,,PHRIP
15,750712184.0,ASSISTANCE PUBLIQUE AP-HP,GUILLUY,Etienne ,Impact d’une prise en charge rééducative multimodalitaire intensive sur les troubles du comportement du patient polyhandicapé,14-0325,TDChandi,265269.32,2014,,PHRIP
16,750712184.0,ASSISTANCE PUBLIQUE AP-HP,GUITARD,Emilie,Comment agir sur la restriction de mobilité liée à la phobie de la chute chez la personne âgée avec un programme associant Thérapie Cognitive Comportementale Émotionnelle et rééducation : une étude pilote.,14-0154, PACTE,207220.0,2014,,PHRIP
17,510000029.0,ADMINISTRATION GENERALE DU CHR DE REIMS,KHAZNADJI,Sylvette ,Création et validation d’un instrument de mesure de la qualité de vécu d'une séance d'hémodialyse d'un sujet insuffisant rénal chronique,14-0347,VecuHD,102821.0,2014,,PHRIP
18,750712184.0,ASSISTANCE PUBLIQUE AP-HP,LEFEBVRE,Sandrine ,Dépistage précoce et prise en charge paramédicale des difficultés sexuelles dans les maladies du système nerveux : l’exemple de la SEP et des tumeurs cérébrales (Approche quantitative interventionnelle prospective),14-0482,NEUROSEX,82122.4,2014,,PHRIP
19,300780038.0,CHU NIMES,LORENZINI,Marie-Céline,Evaluation d’un module de réalité virtuelle dans la rééducation et la réadaptation visuelle de patients atteints de dystrophies rétiniennes : essai monocentrique contrôlé randomisé avec aveugle de l’évaluateur.,14-0093,VIRECA ,131494.0,2014,,PHRIP
20,340780477.0,CHU MONTPELLIER,MYKOLOW,Grégory,Etude randomisée d’un Suivi ambulatoire Infirmier dans le cadre de la Prévention de la Récidive Suicidaire,14-0331,SIPReS,131770.4,2014,,PHRIP
21,290000017.0,CHRU DE BREST,PERAN,Loic ,Effet de l’électrostimulation neuromusculaire versus entraînement sur cycloergomètre lors d’un programme de réhabilitation respiratoire,14-0356,ESNM,122072.9,2014,,PHRIP
22,750712184.0,ASSISTANCE PUBLIQUE AP-HP,PERRUDIN,Céline , Impact des techniques de médecines complémentaires (toucher thérapeutique et hypno analgésie) sur le terme d’accouchement des patientes hospitalisées pour menace d’accouchement prématuré (MAP)  ,14-0287,HYPNORELAX,121350.3,2014,,PHRIP
23,690781810.0,HOSPICES CIVILS DE LYON,PIAZZON,Nathalie,"Etude de l’impact d’une prise en charge ostéopathique, thérapie complémentaire au traitement habituel sur la douleur des patientes opérées d’un cancer du sein. ",14-0053,IPOD,97175.7,2014,,PHRIP
24,490000031.0,CHU D'ANGERS,POIROUX,Laurent ,Impact de la mobilisation précoce sur la durée de ventilation mécanique des patients de réanimation -- Etude multicentrique randomisée,14-0142,EarlyMob,244310.7,2014,,PHRIP
25,370000481.0,CHRU DE TOURS,RETAILLEAU,Emilie ,Impact de l'expiration forcée en décubitus homolatéral sur la durée du drainage pleural après chirurgie pulmonaire chez l'enfant : essai randomisé,14-0551,KPDP ,158980.7,2014,,PHRIP
26,670780055.0,HOPITAUX UNIVERSITAIRES DE STRASBOURG,SERY,Véronique ,Améliorer la qualité de vie des patients cancéreux grâce à un parcours de soins péri opératoire et coordonné sur le plan nutritionnel et musculaire,14-0299,PENDICOQ,240106.9,2014,,PHRIP
27,870000015.0,CHU DE LIMOGES,THURILLET,Stéphanie,Validation d’une échelle des visages d’auto-évaluation de la peur des enfants de 4 ans à 12 ans. ,14-0170,TROUILLOMETRE,108360.5,2014,,PHRIP
0,340780477.0,CHU MONTPELLIER,BERNARD,Christine,Mesure des propriétés psychométriques de trois outils d'évaluation de la douleur chez le patient neurolésé intubé de réanimation,PHRIP-15-0080,DCO-rea,60996.0,2015,,PHRIP
1,310781406.0,CHU DE TOULOUSE,CARETTE,Pierre,Plate-forme motorisée et autonomie chez la personne âgée fragile et pré-fragile,PHRIP-15-0200,platautonomie,373502.0,2015,,PHRIP
2,440000289.0,CHU DE NANTES,CARTRON,Emmanuelle,"Efficacité de la prophylaxie du syndrome post-ponction lombaire par une hyperhydratation orale : étude contrôlée, randomisée, multicentrique.",PHRIP-15-0513,PROPHYDRA,117037.9,2015,,PHRIP
3,420784878.0,CHU DE SAINT-ETIENNE,CHERRIER,Blandine,Le Jardin Des Mélisses : Etude de l'impact positif de la médiation par le jardin de soins sur l'état anxieux de patients adultes hospitalisés en psychiatrie. Essai randomisé contrôlé ouvert comparé avec une prise en charge classique et associé à une approche qualitative de la démarche.,PHRIP-15-0624,JDM,269693.0,2015,,PHRIP
4,750712184.0,ASSISTANCE PUBLIQUE AP-HP,COTTEREAU,Guillaume,Valeur prédictive de la force de préhension de la main dominante dans le sevrage de la ventilation mécanique : étude multicentrique prospective,PHRIP-15-0156,GRIPWEAN ,176757.0,2015,,PHRIP
5,420784878.0,CHU DE SAINT-ETIENNE,CREACH,Christelle,Efficacité et tolérance d'un programme d'apprentissage d'exercices d'auto-rééducation par Thérapie-miroir dans le Syndrome Douloureux Régional Complexe du membre supérieur : une étude ouverte randomisée multicentrique,PHRIP-15-0477,ALGOMIR,235082.1,2015,,PHRIP
6,310781406.0,CHU DE TOULOUSE,CROZES,Fanny,Impact des mesures de prévention non pharmacologiques sur l’incidence du delirium en réanimation polyvalente adulte. Etude multicentrique interventionnelle contrôlée randomisée en clusters.,PHRIP-15-0375,DELIREA,268659.3,2015,,PHRIP
7,870000015.0,CHU DE LIMOGES,DESBORDES,Ludivine,Evaluation du Champ Visuel au Sol : impact sur la rééducation en locomotion des adultes présentant une rétinite pigmentaire avec perte de la vision périphérique,PHRIP-15-0571,ECVS,138327.0,2015,,PHRIP
8,340780493.0,CRLC PAUL LAMARQUE VAL D'AURELLE,FARAVEL,Kerstin,"Prévalence du trismus et rééducation préventive associée à un accompagnement en éducation thérapeutique chez des patients atteints de cancers de la tête et du cou, traités par radiochimiothérapie concomitante et porteurs d'une gastrostomie. OPEN : Ouverture buccale Prévention Education Nutrition.",PHRIP-15-0526,OPEN,210570.0,2015,,PHRIP
9,750712184.0,ASSISTANCE PUBLIQUE AP-HP,GUISSE,Manon,Impact de la musique sur l’incidence des poussées hypertensives au cours de la chirurgie de la cataracte sous anesthésie topique,PHRIP-15-0051,MUSICATOP,145420.4,2015,,PHRIP
10,340780477.0,CHU MONTPELLIER,LATHUILLIERE,Martine,Etude de l’influence de la stimulation langagière orale chez des enfants sourds implantés cochléaires,PHRIP-15-0207,ISLODA,150163.8,2015,,PHRIP
11,540003019.0,INSTITUT DE CANCEROLOGIE DE LORRAINE,LEMOINE,Lydie,Essai randomisé comparant l’apport de l’hypnose conversationnelle versus une prise en charge standard sur l’anxiété des patientes lors d’un repérage mammaire préopératoire en échographie,PHRIP-15-0340,HYCOREMA,100000.0,2015,,PHRIP
12,750712184.0,ASSISTANCE PUBLIQUE AP-HP,LEPAGE,Nadine,eDIVE : Apport d’un serious game dans l’éducation thérapeutique des patients pédiatriques atteints de diabète de type 1,PHRIP-15-0164,eDIVE,190791.0,2015,,PHRIP
13,780001236.0,CHI POISSY STGERMAIN,LOIZEAU,Valérie,Impact de la technique de ponction de la fistule artério-veineuse sur la séance d'hémodialyse pour le patient et le soignant.,PHRIP-15-0224,TECHFAVHEMO,74684.0,2015,,PHRIP
14,670780055.0,HOPITAUX UNIVERSITAIRES DE STRASBOURG,MAURER,Caroline,Intérêt de l'hypnose sur la qualité de vie des patients atteints de neuropathies périphériques chroniques chimio-induites.,PHRIP-15-0283,NHYP,241470.0,2015,,PHRIP
15,380780080.0,CHU DE GRENOBLE,MOINEAU,Bastien,Validation d'une nouvelle échelle de latéropulsion après AVC (SCAle for LAteropulsion),PHRIP-15-0594,SCALA,136080.0,2015,,PHRIP
16,330781196.0,CHU DE BORDEAUX,REGINAULT,Thomas,"Comparaison de l’impact de 3 programmes de renforcement des muscles inspiratoires sur leur gain de force musculaire, chez des patients intubés/ventilés en réanimation en situation de sevrage ventilatoire difficile: étude multicentrique randomisée contrôlée.",PHRIP-15-0129,PREDRIC,114715.0,2015,,PHRIP
17,440000289.0,CHU DE NANTES,RINCE,Guy,"Impact d’un coaching téléphonique sur la performance physique, dans un programme d’exercices d’entretien physique chez des patients âgés chuteurs vivant à domicile.",PHRIP-15-0030,STEP-PA,143642.0,2015,,PHRIP
18,490000031.0,CHU D'ANGERS,ROUX,Christelle,Evaluation de l’utilisation de la Fistule Artério-Veineuse pour l'administration de traitements intraveineux chez le transplanté rénal.,PHRIP-15-0633,PERFAV,87234.0,2015,,PHRIP
19,130786049.0,APHM DIRECTION GENERALE,SAILLE,Aurélie,Impact du site de prélèvement capillaire sur la douleur du nouveau-né grand prématuré,PHRIP-15-0135,NOBOBO,89928.0,2015,,PHRIP
20,330781196.0,CHU DE BORDEAUX,SORITA,Eric,Relations entre le niveau de récupération du membre supérieur parétique en sortie de réadaptation fonctionnelle et son niveau d’utilisation dans les habitudes de vie à trois et six mois,PHRIP-15-0407,post-AVC-AVQ,182264.0,2015,,PHRIP
21,760780239.0,CHU DE ROUEN,STEENSTRUP,Benoit,"Efficacité du contrôle posturale chez l'homme, incontinent urinaire, post prostatectomie.",PHRIP-15-0364,PROTOMEN,214005.0,2015,,PHRIP
0,130786049.0,AP-HM,POULIN,Elisabeth,Outil de repérage des fugues en Etablissement Hébergeant les Personnes Agées Dépendantes (EHPAD) à l’usage des soignants: qualités psychométriques et définition de niveaux de risque.,PHRIP-16-0122,ESCAPE,288627.5,2016,,PHRIP
1,210987731.0,CRLCC GEORGES-FRANCOIS LECLERC,DORLEAN,Christine,Optimisation de la prise en charge des patients sous thérapie orale: Essai randomisé évaluant l’impact d’une prise en charge sur la survenue d’effets secondaires,PHRIP-16-0375,IAPC,277949.0,2016,,PHRIP
2,340780477.0,CHU MONTPELLIER,GODEL,Cécile,« Impact de l’hypnose sur la perte de poids des patients en échec de chirurgie Bariatrique »,PHRIP-16-0048,BARIATHYPNOSE,176819.6,2016,,PHRIP
3,350005179.0,CHU RENNES,VÉRIN,Marc,Evaluation du bénéfice apporté par des séances de sophrologie sur la prise en charge per-opératoire des patients parkinsoniens dans le cadre d’une chirurgie de stimulation cérébrale profonde.,PHRIP-16-0018,SOPHROSTIM,135410.9,2016,,PHRIP
4,380780080.0,CHU GRENOBLE ALPES,VAILLANT,Jacques,Fonction Locomotion Mesure Inflammation,PHRIP-16-0528,FoLoMI,69879.8,2016,,PHRIP
5,420013492.0,GCS-ES INSTIT. CANCÉR. LUCIEN NEUWIRTH,JEANDET,Isabelle,"Évaluation de l’efficacité d’une prise en charge infirmière par laser athermique préventif sur la prévalence des mucites chimio-induites de grade 3 et plus, chez les patients auto ou allogreffés",PHRIP-16-0201,STOPMUCITE,94199.0,2016,,PHRIP
6,420013492.0,GCS-ES INSTIT. CANCÉR. LUCIEN NEUWIRTH,FELD,Dominique,Étude du rôle des para-médicaux sur l’activation du patient dans le parcours de soins en cancérologie,PHRIP-16-0405,PARACT,191360.0,2016,,PHRIP
7,440000289.0,CHU NANTES,LESCOP,Katia,"Efficacité d’un dispositif ludique alliant froid et vibrations sur la prévention de la douleur induite par les soins chez l’enfant en centre de vaccinations : étude comparative, contrôlée, randomisée, multicentrique.",PHRIP-16-0054,DOLVAX,186874.6,2016,,PHRIP
8,490000031.0,CHU ANGERS,PILLERON,Benjamin,Identification des processus de catégorisation sociale lors de l‘accueil du patient par l’Infirmier Organisateur de l’Accueil lors de son activité de triage au sein des urgences et impact sur la prise en charge des patients,PHRIP-16-0206,SOCIALSORTING,231987.9,2016,,PHRIP
9,590780193.0,CHU LILLE,BOURGOIN,Maryline,Déterminants de la participation initiale des patients à un programme d’Éducation Thérapeutique,PHRIP-16-0034,Protocole-UTEP,189641.0,2016,,PHRIP
10,690781810.0,HCL,PERROCHON,Vincent,Stratégie paramédicale de prévention des escarres induites par le décubitus ventral au cours du SDRA. Etude multicentrique contrôlée en clusters de type stepped wedge,PHRIP-16-0223,ESCARD,250692.5,2016,,PHRIP
11,690781810.0,HCL,MATEO,Sébastien,Rééducation de la préhension par neurobiofeedback couplé à l’imagerie motrice chez les patients tétraplégiques C6-C7. Etude randomisée contrôlée.,PHRIP-16-0605,TetraNBF,154736.09999999998,2016,,PHRIP
12,750712184.0,AP-HP,COURTOIS,Emilie,Facilitation par la lumière proche infrarouge de l’accès veineux périphérique en réanimation néonatale. Essai randomisé ALPIVEINE (Accès par Lumière Proche Infrarouge des VEInes chez le nouveau-NE),PHRIP-16-0123,ALPIVEINE,116041.5,2016,,PHRIP
13,750712184.0,AP-HP,FISCHER,Eric,Aide à la mise en place de PERFusion périphérique par Illumination veineuse infrarouge chez le patient Drépanocytaire en crise : étude randomisée contrôlée ouverte,PHRIP-16-0139,PERFID,99669.1,2016,,PHRIP
14,750712184.0,AP-HP,THOUEILLE,Edith,CApacité PArentalité Handicap,PHRIP-16-0160,CAPAH,112094.1,2016,,PHRIP
15,750712184.0,AP-HP,VALLAT-AZOUVI,Claire,Titre du projet Essai randomisée contrôlée de la rééducation cognitive de la mémoire de travail après traumatisme crânien modéré à sévère.,PHRIP-16-0380,REHAB-MDT,286030.0,2016,,PHRIP
16,750712184.0,AP-HP,BORÉ,Aurélien,Comparaison de deux méthodes de réglage de l'in-exsufflation mécanique chez les patients adultes atteints de pathologies neuromusculaires,PHRIP-16-0411,Exsuflow,82100.0,2016,,PHRIP
17,870000015.0,CHU LIMOGES,LEBLANC,Fanny,Impact d’une rééducation incluant ou non la pose d’un bandage contensif Mobiderm® sur l’œdème de la main dans le cadre d’un syndrome douloureux régional complexe de type I.,PHRIP-16-0446,MOBALGO,75796.8,2016,,PHRIP
0,,CHU ROUEN,STEENSTRUP,Benoît,Evaluation de l’effet d’un programme de rééducation posturale réflexe sur surface mousse sur l’incontinence urinaire à l’effort de la femme,PHRIP-17-0343,Protofoam,157231.4,2017,,PHRIP
